ErrorValue_1,AccuracyValue_1,ErrorValue_2,AccuracyValue_2,ErrorValue_3,AccuracyValue_3,ErrorValue_4,AccuracyValue_4,ErrorValue_5,AccuracyValue_5,ErrorValue_6,AccuracyValue_6,ErrorValue_7,AccuracyValue_7,ErrorValue_8,AccuracyValue_8,ErrorValue_9,AccuracyValue_9,ErrorValue_10,AccuracyValue_10,ErrorValue_11,AccuracyValue_11,ErrorValue_12,AccuracyValue_12,ErrorValue_13,AccuracyValue_13,ErrorValue_14,AccuracyValue_14,ErrorValue_15,AccuracyValue_15,ErrorValue_16,AccuracyValue_16,ErrorValue_17,AccuracyValue_17,ErrorValue_18,AccuracyValue_18,ErrorValue_19,AccuracyValue_19,ErrorValue_20,AccuracyValue_20,ErrorValue_21,AccuracyValue_21,ErrorValue_22,AccuracyValue_22,ErrorValue_23,AccuracyValue_23,ErrorValue_24,AccuracyValue_24,ErrorValue_25,AccuracyValue_25,ErrorValue_26,AccuracyValue_26,ErrorValue_27,AccuracyValue_27,ErrorValue_28,AccuracyValue_28,ErrorValue_29,AccuracyValue_29,ErrorValue_30,AccuracyValue_30,ErrorValue_31,AccuracyValue_31,ErrorValue_32,AccuracyValue_32,ErrorValue_33,AccuracyValue_33,ErrorValue_34,AccuracyValue_34,ErrorValue_35,AccuracyValue_35,ErrorValue_36,AccuracyValue_36,ErrorValue_37,AccuracyValue_37,ErrorValue_38,AccuracyValue_38,ErrorValue_39,AccuracyValue_39,ErrorValue_40,AccuracyValue_40,ErrorValue_41,AccuracyValue_41,ErrorValue_42,AccuracyValue_42,ErrorValue_43,AccuracyValue_43,ErrorValue_44,AccuracyValue_44,ErrorValue_45,AccuracyValue_45,ErrorValue_46,AccuracyValue_46,ErrorValue_47,AccuracyValue_47,ErrorValue_48,AccuracyValue_48,ErrorValue_49,AccuracyValue_49,ErrorValue_50,AccuracyValue_50,ErrorValue_51,AccuracyValue_51,ErrorValue_52,AccuracyValue_52,ErrorValue_53,AccuracyValue_53,ErrorValue_54,AccuracyValue_54,ErrorValue_55,AccuracyValue_55,ErrorValue_56,AccuracyValue_56,ErrorValue_57,AccuracyValue_57,ErrorValue_58,AccuracyValue_58,ErrorValue_59,AccuracyValue_59,ErrorValue_60,AccuracyValue_60,ErrorValue_61,AccuracyValue_61,ErrorValue_62,AccuracyValue_62,ErrorValue_63,AccuracyValue_63,ErrorValue_64,AccuracyValue_64,ErrorValue_65,AccuracyValue_65,ErrorValue_66,AccuracyValue_66,ErrorValue_67,AccuracyValue_67,ErrorValue_68,AccuracyValue_68,ErrorValue_69,AccuracyValue_69,ErrorValue_70,AccuracyValue_70,ErrorValue_71,AccuracyValue_71,ErrorValue_72,AccuracyValue_72,ErrorValue_73,AccuracyValue_73,ErrorValue_74,AccuracyValue_74,ErrorValue_75,AccuracyValue_75,ErrorValue_76,AccuracyValue_76,ErrorValue_77,AccuracyValue_77,ErrorValue_78,AccuracyValue_78,ErrorValue_79,AccuracyValue_79,ErrorValue_80,AccuracyValue_80,ErrorValue_81,AccuracyValue_81,ErrorValue_82,AccuracyValue_82,ErrorValue_83,AccuracyValue_83,ErrorValue_84,AccuracyValue_84,ErrorValue_85,AccuracyValue_85,ErrorValue_86,AccuracyValue_86,ErrorValue_87,AccuracyValue_87,ErrorValue_88,AccuracyValue_88,ErrorValue_89,AccuracyValue_89,ErrorValue_90,AccuracyValue_90,ErrorValue_91,AccuracyValue_91,ErrorValue_92,AccuracyValue_92,ErrorValue_93,AccuracyValue_93,ErrorValue_94,AccuracyValue_94,ErrorValue_95,AccuracyValue_95
82,5.375853e-26,59,6.2081763e-21,72,3.2417513e-14,1,1.3487379e-15,74,2.2901839e-23,90,8.0235985e-16,57,1.2836397e-10,71,3.0557434e-16,62,5.4903926e-20,33,4.1703128e-22,1,8.1875904e-21,10,4.7753687e-18,92,7.494808e-21,59,2.5457133e-20,25,1.0258897e-19,7,3.2782716e-16,25,8.294167e-15,43,8.7613707e-17,15,1.4323153e-25,71,3.381067e-25,54,8.288817e-08,52,1.10385185e-20,94,4.463055e-14,7,6.607009e-08,43,2.773451e-15,75,5.4226406e-14,50,2.5390317e-15,69,8.429301e-22,28,1.1607226e-17,2,8.0897955e-14,19,2.6907868e-10,82,1.02279445e-13,74,5.0669713e-17,1,6.21356e-14,9,1.0262072e-08,86,2.5980713e-14,90,1.2921231e-18,57,1.4593152e-16,33,8.0058746e-13,54,4.1082756e-18,2,8.195697e-19,85,3.0035898e-15,78,4.4696074e-19,29,1.4680486e-17,17,7.433808e-13,22,3.2136535e-10,19,1.1425689e-17,17,7.525102e-12,89,1.5551833e-10,10,1.8177015e-14,53,5.2366944e-10,78,4.185223e-16,30,2.5886645e-12,55,2.852064e-19,9,1.8857108e-23,77,8.299843e-15,34,6.102695e-13,42,5.9169065e-11,28,3.4409455e-19,22,1.3025627e-09,49,2.1419834e-14,3,1.174225e-13,20,5.4358525e-16,81,3.2364653e-10,39,4.9974707e-15,90,4.3513038e-20,15,2.1839599e-20,33,5.8263695e-15,25,4.408596e-15,54,2.3687554e-13,25,8.916761e-19,63,3.0007896e-15,70,4.165162e-15,71,5.805755e-17,66,7.84399e-18,42,3.4021137e-12,64,9.942696e-11,54,1.4614562e-16,39,2.1699956e-14,73,1.6400058e-13,80,2.4554926e-12,71,6.739432e-21,52,8.205822e-13,30,9.4237455e-15,4,2.870523e-16,11,1.1776979e-11,71,7.064428e-17,32,4.2752947e-11,24,1.0125776e-13,14,1.1619948e-13,74,2.3056676e-16,14,9.8264895e-14,21,3.615899e-13,91,4.689495e-13,29,1.1014723e-15
63,1.5168034e-26,18,3.93697e-21,59,4.2496736e-15,2,1.0128204e-15,2,4.0263784e-24,26,2.9770132e-16,21,1.1925717e-10,22,6.411493e-17,65,2.376643e-20,73,3.593581e-22,73,4.298374e-22,47,2.7417197e-18,45,3.4482478e-21,16,2.5416669e-20,54,5.8409743e-20,30,1.56196e-16,71,1.7726727e-15,34,8.835238e-18,13,8.5195955e-26,14,1.02750754e-25,1,7.088503e-08,37,1.860098e-21,3,4.43759e-14,8,2.6600906e-08,33,2.3821885e-15,40,1.5440528e-14,41,1.4248166e-15,66,5.7392127e-22,92,1.07078125e-17,33,2.2268652e-14,79,2.048347e-10,58,5.5702103e-14,20,1.9847087e-17,40,2.273232e-14,6,9.487136e-09,2,1.9108733e-14,47,9.024465e-19,82,1.1264589e-16,20,6.173824e-13,37,3.7543937e-18,9,2.0721652e-19,75,1.5521905e-15,92,7.2522013e-20,12,2.4982056e-18,7,7.1876343e-13,2,1.6857098e-10,17,6.7759038e-18,45,8.4022074e-13,25,1.5054869e-11,73,3.897452e-15,7,3.4073283e-10,89,1.3291678e-16,45,1.1774127e-12,9,6.291474e-20,2,5.764733e-24,93,4.276404e-15,27,4.0995167e-13,45,5.2981584e-11,37,1.2540632e-19,1,9.651084e-10,43,7.282729e-15,61,7.93648e-14,56,5.951013e-17,19,2.7532143e-10,62,4.212822e-15,61,7.206257e-21,35,5.6465707e-21,5,4.8549836e-15,4,1.9591106e-15,9,2.863772e-14,14,6.7072204e-19,36,2.6292735e-15,80,2.6818749e-15,5,4.8554996e-17,47,5.8595684e-18,63,1.7107783e-12,72,9.013214e-11,6,8.746817e-17,25,1.4070239e-14,65,1.2755265e-13,27,2.230925e-12,26,3.3278589e-21,16,7.318399e-13,4,3.570184e-15,6,5.76434e-17,6,8.273883e-12,95,2.8008213e-17,2,2.1481015e-11,12,3.8605763e-14,7,9.369394e-14,14,2.0230036e-16,30,3.563796e-14,78,2.6514343e-13,14,4.2187773e-13,88,3.404349e-16
11,1.2363175e-26,5,2.1296936e-21,70,4.1588064e-15,11,6.464061e-16,68,1.9221815e-24,9,1.03599984e-16,13,1.1179908e-10,28,1.2996107e-17,25,1.6636641e-20,42,9.675166e-23,21,1.9530414e-22,9,1.7496107e-18,69,2.0683243e-21,71,1.973239e-21,43,1.3351209e-20,4,6.477649e-17,45,1.0384337e-15,57,4.0597367e-18,75,3.981753e-26,42,2.7785693e-26,7,3.426201e-08,66,4.118374e-23,90,8.882038e-15,22,2.1686029e-08,82,7.626809e-16,57,3.8845384e-15,68,4.00752e-16,84,3.5660044e-23,24,1.829335e-18,59,1.4730421e-14,20,1.5534721e-10,61,3.1016788e-14,90,3.6756304e-18,52,8.715049e-15,63,6.254811e-09,34,1.08214515e-14,21,7.270418e-19,60,8.374135e-17,41,4.701081e-13,18,8.349971e-19,80,1.7260371e-19,79,1.14211e-16,33,1.2122466e-20,57,1.1176801e-18,83,6.6497323e-13,7,1.6745386e-10,74,5.421917e-18,27,3.2519742e-13,21,1.4766442e-11,12,6.1158045e-16,45,3.2086706e-10,21,2.089909e-17,21,3.7123066e-13,5,1.5854148e-20,33,3.4186195e-24,68,2.7669163e-15,32,4.0625508e-13,10,3.4836557e-11,70,5.6415624e-20,9,3.8961712e-10,27,2.3061435e-15,58,6.802844e-14,41,4.9682572e-17,11,2.0675049e-10,50,2.8411692e-15,12,9.588049e-22,29,4.0600965e-21,56,5.1672702e-17,18,1.4065156e-15,17,2.0255e-14,7,5.8480635e-20,79,1.480266e-15,66,2.227852e-15,68,6.2208742e-18,65,6.1335375e-19,9,8.058088e-13,93,3.7056254e-11,75,7.2462504e-17,90,6.4904785e-15,48,7.903355e-14,9,1.3101457e-12,25,2.1907794e-21,25,1.6975581e-13,75,1.0004272e-15,10,3.3793217e-17,84,2.135815e-12,70,1.7495896e-17,40,1.0515199e-11,2,1.3703485e-14,95,2.4631156e-14,2,7.837161e-17,13,1.1733471e-14,79,1.9095454e-13,92,1.0429447e-13,66,3.3799185e-16
69,2.3304274e-27,43,1.2531626e-21,62,3.845313e-15,52,1.59508e-16,7,1.2739689e-24,68,7.507453e-17,25,1.1035878e-11,35,1.0471625e-17,54,1.374656e-20,16,4.9180463e-23,33,7.896541e-23,42,1.240115e-19,18,1.7240671e-21,21,1.1014994e-21,67,7.5770536e-21,37,1.6591298e-17,66,5.973241e-16,62,2.1044771e-18,65,2.2316274e-26,73,2.0208911e-26,93,2.9887218e-08,56,8.077142e-24,20,1.91568e-15,9,1.9449912e-08,16,5.316354e-16,67,8.2024474e-16,74,3.0975042e-16,55,1.2271522e-23,18,1.6916968e-18,50,9.762657e-15,63,5.0721812e-11,94,2.2326923e-14,55,8.459748e-19,74,3.6998796e-16,1,3.878955e-09,13,9.826207e-15,74,4.847819e-19,22,1.30820095e-17,19,4.2436887e-13,12,6.3664416e-19,52,9.4805884e-20,73,1.7524647e-17,4,6.516371e-21,26,1.0017558e-18,11,6.2304003e-13,55,1.1395319e-10,30,1.2398062e-18,95,6.415865e-14,75,1.9787128e-12,94,5.116344e-16,83,2.976043e-10,73,1.9193234e-17,7,2.5436733e-13,56,9.965461e-21,52,1.2382553e-24,10,7.3457074e-16,84,2.3067897e-13,25,3.3282828e-11,42,3.1821204e-21,4,3.7839773e-10,21,1.839221e-15,53,6.169253e-14,48,2.4303483e-17,84,1.1866115e-10,77,1.9471488e-15,25,8.1455944e-22,14,3.0165058e-21,95,2.3223552e-17,94,1.2939499e-15,37,1.59849e-14,4,5.1435238e-20,86,6.021312e-16,3,7.944072e-17,4,2.006552e-18,10,1.8950722e-19,4,4.118849e-13,84,2.7123657e-11,45,4.9245023e-17,20,6.3116516e-15,76,3.2159324e-14,31,5.2558804e-13,54,5.7784306e-22,7,9.5658724e-14,71,3.7405057e-16,9,1.6224372e-17,61,1.5986267e-12,3,9.936248e-18,21,5.0849732e-12,75,8.627495e-15,77,9.387922e-15,47,6.495227e-17,21,1.05574405e-16,62,6.001824e-14,95,6.199477e-14,3,3.1207902e-16
60,4.7590836e-29,12,3.2281875e-22,41,2.480695e-15,69,5.69527e-17,14,2.2692235e-25,34,6.815851e-17,2,3.2061211e-12,55,4.025607e-18,59,1.2811152e-20,4,1.1665709e-23,40,7.4451026e-23,66,1.1727879e-19,31,2.2241902e-22,68,8.999749e-22,5,3.0809008e-21,34,1.4584185e-17,37,6.466129e-17,69,1.376873e-19,34,3.421111e-27,55,9.120691e-27,38,1.8345254e-08,74,6.970958e-24,52,1.1767322e-15,49,8.460312e-09,71,2.5034151e-16,61,6.908128e-16,57,2.0538333e-16,20,7.304162e-24,49,5.165508e-19,70,4.1318767e-15,42,4.6197185e-11,71,2.0296465e-14,85,6.6848886e-19,85,5.963921e-17,88,1.4055398e-09,8,4.3217523e-15,33,3.3801942e-19,7,5.54828e-18,45,2.679505e-13,25,5.5858824e-19,62,8.295593e-20,86,8.3498275e-18,70,2.0215595e-21,17,4.21409e-19,64,2.917402e-13,93,1.1062895e-10,14,3.5546663e-19,68,4.507689e-14,13,5.384691e-13,89,1.0279028e-16,72,1.7114343e-10,23,1.1198859e-17,92,3.500543e-14,21,8.9960755e-21,37,1.1206095e-24,41,1.9788209e-16,21,9.2686147e-14,48,1.6781907e-11,77,1.819353e-21,81,3.073056e-10,89,5.442164e-16,32,3.1461236e-14,9,1.8965806e-17,5,8.576368e-11,54,1.4937225e-15,4,6.1034453e-22,42,2.288001e-21,21,1.662621e-17,74,6.420537e-16,85,5.5131808e-15,44,4.4822242e-20,71,1.6849598e-16,63,7.492942e-18,26,1.6023462e-18,19,6.368191e-20,5,2.8125261e-13,70,1.9236012e-11,17,2.7003199e-17,23,4.9127072e-15,23,1.6840956e-14,91,4.9378194e-13,29,2.8162254e-22,14,5.683462e-14,12,2.4720498e-16,37,1.14920384e-17,34,1.2053311e-12,23,2.5148466e-18,71,2.2097628e-12,15,5.2815926e-15,51,3.9185023e-15,71,4.3586774e-17,60,1.00962555e-16,5,4.0946687e-14,56,2.5471346e-14,68,1.718691e-16
61,9.2657195e-31,25,1.8207613e-22,16,1.8649916e-15,93,1.32833295e-17,3,2.2553023e-26,21,2.854643e-17,68,1.9414568e-12,73,3.1688725e-18,36,3.5727722e-22,65,5.211141e-24,74,2.7884703e-23,21,5.0993132e-20,40,1.03470366e-22,65,5.023735e-22,41,2.3142583e-21,10,5.7008663e-18,14,2.8677955e-17,27,5.6935604e-20,14,1.6968448e-27,13,3.860942e-27,84,1.2681623e-08,44,6.741397e-24,9,6.1017326e-16,43,8.133331e-09,94,2.1613662e-16,3,6.2099347e-16,10,1.08875405e-16,10,5.815837e-24,53,4.4391413e-19,89,1.722922e-15,28,3.540163e-11,12,7.348439e-15,41,6.0559035e-19,88,5.734419e-17,62,1.1398399e-09,35,2.0512792e-15,4,6.3483146e-20,32,8.83543e-19,15,1.4929345e-13,20,4.426844e-19,3,2.7237148e-20,67,1.2666609e-18,69,3.023555e-23,3,1.1676288e-19,73,2.1514694e-13,45,6.355104e-11,13,1.5573857e-19,30,2.667795e-14,4,5.344184e-13,47,9.3019994e-17,87,1.3007248e-10,54,2.7111632e-18,34,1.6790727e-14,16,7.958323e-21,48,4.058687e-25,39,8.998943e-17,16,8.4613956e-14,54,1.5938357e-11,75,1.4301363e-21,13,1.8066736e-10,91,1.697837e-16,28,8.843179e-15,64,3.2007057e-18,83,6.353486e-11,27,1.4285752e-15,37,2.5658346e-22,43,1.5489364e-21,43,6.1633546e-18,44,5.084762e-16,48,4.235124e-15,84,3.4849058e-20,64,1.5918471e-16,37,7.144934e-18,14,5.7409126e-19,9,9.282428e-21,13,8.496516e-14,50,6.4238684e-12,12,2.1081679e-17,36,3.591445e-15,10,1.1805329e-14,44,2.8483438e-13,72,3.1222146e-23,32,6.4916055e-15,25,1.1669255e-16,22,1.0625641e-17,16,9.394329e-13,22,1.1876938e-18,13,1.3587339e-12,74,2.4363202e-15,20,3.412945e-15,75,3.309601e-17,3,5.2648918e-17,72,1.5376784e-14,53,6.8850565e-15,12,1.2427196e-16
21,1.7740828e-31,76,1.4786824e-22,12,5.353104e-16,19,5.448848e-18,10,1.1484121e-26,70,8.518583e-18,4,1.3809543e-12,87,3.424354e-19,38,9.2027346e-23,70,5.8558905e-25,44,2.1220847e-23,49,3.5115284e-20,53,5.6905964e-23,30,4.1861665e-22,73,1.7438244e-21,59,4.842966e-20,77,2.676967e-17,9,5.6553496e-22,26,1.1782836e-27,36,6.785595e-30,91,1.2386436e-08,87,2.5468652e-24,84,5.8194716e-16,46,6.0911076e-09,15,8.844752e-17,4,4.355107e-16,65,1.0862152e-16,16,1.7622178e-24,10,2.709796e-19,13,5.6020287e-16,80,1.5160501e-11,30,2.682865e-15,64,2.0222309e-19,71,2.6258992e-17,7,8.073708e-10,4,1.4209982e-16,30,2.0774447e-21,76,3.477365e-19,21,9.764607e-14,44,1.8283491e-19,27,1.30792e-20,54,3.1764007e-19,52,4.7083534e-24,75,6.5250146e-20,19,9.406677e-14,38,4.206007e-11,4,9.775882e-20,65,1.609748e-14,2,3.7454507e-13,56,4.5998372e-17,22,5.872741e-11,4,1.6877333e-18,61,8.03599e-15,82,7.900036e-21,3,1.1496585e-25,21,3.4110043e-17,44,7.481212e-14,59,1.4763081e-11,74,1.2542628e-21,72,1.2062179e-10,92,5.8237936e-17,40,5.061269e-15,33,1.5899134e-18,53,2.7669743e-11,66,1.3184166e-15,65,2.7017084e-24,21,8.0538826e-22,66,3.493708e-18,67,2.8258782e-16,12,2.6862947e-15,43,2.5239095e-20,75,3.6701663e-17,86,2.8442167e-18,69,2.6839354e-19,21,2.491194e-21,46,5.3328283e-14,89,6.0776132e-12,73,1.5450301e-17,31,2.9522482e-15,62,1.1191396e-14,66,1.6117455e-13,75,1.0959837e-23,66,4.5959737e-15,23,8.224076e-17,79,2.7164477e-18,72,7.043143e-13,90,4.836944e-19,14,1.1151002e-12,13,2.486636e-17,52,2.1718092e-15,30,7.689708e-18,75,5.0463636e-17,19,1.5037522e-14,81,4.673418e-15,69,9.649703e-17
80,8.5803435e-32,8,2.402629e-23,30,4.740272e-16,26,3.0743245e-18,78,9.671263e-27,11,3.5928487e-19,40,9.12038e-13,59,7.456313e-20,40,5.728097e-23,55,2.7785634e-25,28,4.3422734e-24,34,1.7251922e-21,16,5.650406e-23,53,1.0491708e-22,13,9.451867e-22,22,2.5237366e-20,15,1.1469962e-17,4,1.2905968e-22,8,9.649244e-28,76,2.6325783e-30,55,1.04994475e-08,16,9.426539e-25,19,3.8813093e-16,92,5.349384e-09,95,7.541891e-17,15,3.6638302e-16,78,7.190243e-17,43,8.238894e-25,82,2.6800965e-19,42,5.583934e-17,61,1.2395088e-11,9,1.623303e-15,47,3.8204432e-20,57,1.3685803e-17,54,5.659442e-10,28,5.010161e-17,95,1.3629205e-21,4,3.0210817e-20,85,5.200604e-14,82,1.6046734e-19,6,8.222809e-21,22,1.2593995e-19,40,4.161833e-24,89,2.4975265e-20,36,3.085553e-14,81,3.3975767e-11,37,9.196107e-20,19,1.4842682e-14,27,1.0923193e-13,7,3.9908017e-17,9,5.207657e-11,48,1.3437163e-18,62,7.729374e-15,63,6.6158778e-21,74,1.940593e-26,23,1.01421235e-17,26,4.7587138e-14,64,1.44250835e-11,14,3.3790752e-22,34,1.1950496e-10,44,2.7676385e-17,89,2.7422702e-15,35,1.477007e-18,8,4.8959196e-12,8,1.0855595e-15,30,2.3804142e-24,4,4.80235e-24,65,1.6197189e-18,12,1.4006894e-16,27,3.3051048e-16,29,1.5362925e-20,14,1.4852137e-17,55,5.240121e-19,59,5.2982647e-20,15,2.2804564e-21,24,2.5344039e-14,51,5.9268237e-12,44,1.4654974e-17,15,2.3417812e-15,85,7.877525e-15,14,1.4723727e-13,31,7.6752285e-24,58,8.887025e-16,3,6.950642e-17,39,1.9518278e-18,67,3.5343484e-13,1,4.00983e-19,95,2.41995e-13,50,1.2619265e-17,74,1.4293638e-15,52,6.8444046e-18,32,3.125527e-17,70,7.189051e-15,78,2.478996e-15,59,2.0337284e-17
13,8.249118e-32,41,1.4426439e-23,73,3.2948083e-16,38,1.0113518e-18,44,5.9554973e-27,49,3.5779814e-19,47,5.5614974e-13,6,1.2967259e-21,41,4.378034e-23,90,2.5153224e-25,70,1.0405249e-24,22,9.522475e-22,36,2.6704885e-23,74,7.504753e-23,22,3.7025057e-22,1,1.8458135e-20,53,8.296433e-18,7,8.6202163e-23,31,4.694403e-28,90,1.7190083e-30,29,1.0141091e-08,12,2.6085843e-25,11,2.04007e-16,36,4.2029864e-09,18,7.317552e-17,16,3.2455526e-16,44,1.4885527e-17,44,3.302821e-25,75,2.4683424e-19,71,3.4302287e-17,34,1.0394837e-11,79,7.37233e-16,7,1.6826447e-20,3,8.802206e-18,5,2.6875438e-10,43,9.595384e-18,20,8.53623e-22,89,2.0365153e-20,27,4.1680563e-14,89,1.0469449e-19,70,3.413319e-21,21,1.2480172e-19,71,2.5551848e-24,28,1.933026e-20,65,2.8758103e-14,34,2.6570402e-11,84,3.0756957e-20,55,1.8287958e-15,5,4.0415834e-15,37,2.3003607e-17,42,3.57433e-11,63,1.6715732e-19,54,4.295174e-15,42,3.449678e-21,44,1.4830762e-26,19,7.601926e-18,23,3.91701e-14,33,1.0071983e-11,56,2.661256e-22,6,9.0625285e-11,25,1.12078514e-17,22,2.1597362e-15,44,1.3778778e-18,4,9.440475e-13,58,3.223471e-16,74,1.6392628e-24,7,2.624323e-24,6,1.2148408e-18,5,2.3231377e-17,30,2.5317158e-16,3,1.994102e-21,48,1.4420248e-17,62,5.084482e-19,33,4.7982285e-20,71,7.5909005e-23,7,3.4329926e-15,81,5.474061e-12,79,7.417117e-20,19,1.4016846e-15,51,6.9258454e-15,56,1.0837396e-13,73,1.6173925e-25,77,5.2387426e-16,78,3.4128556e-17,84,1.7087516e-18,38,2.3052288e-13,93,2.930377e-19,66,1.0748853e-13,26,5.05667e-18,82,1.2864452e-15,38,4.267381e-18,28,3.0647114e-17,80,2.9791976e-15,12,4.691886e-16,4,8.457939e-19
71,6.7313985e-32,69,1.3070837e-24,20,1.9068813e-16,71,8.2676795e-19,85,5.092122e-27,20,3.5657184e-19,14,3.4656617e-14,54,5.82357e-22,18,1.909669e-23,75,1.5941468e-25,47,5.329057e-25,11,1.02570036e-22,49,2.2091715e-23,23,5.1069148e-23,92,1.9299496e-22,63,1.6412247e-20,21,3.798166e-18,94,7.3368715e-23,3,1.5247126e-28,29,1.2859757e-30,64,6.4858177e-09,78,1.761169e-25,25,1.7324684e-16,18,3.8682004e-09,49,3.6566323e-17,24,1.2004848e-16,49,1.27287694e-17,74,1.8555367e-25,9,1.7622288e-19,45,2.0395273e-17,14,9.979396e-12,21,2.5794551e-16,21,1.657784e-20,12,3.885862e-18,64,2.6098498e-10,87,5.3344046e-18,17,7.7385993e-22,9,7.2680976e-21,48,3.5028065e-14,49,8.5537216e-20,48,7.8642046e-22,5,1.0160407e-19,19,2.8309533e-25,69,1.9206189e-20,21,1.9357574e-14,19,1.3035892e-11,90,6.7552214e-21,47,1.5036725e-15,78,1.1654043e-15,32,1.5924959e-17,69,3.1490328e-11,6,1.4569768e-19,13,3.5402913e-15,61,1.0517713e-21,47,1.02094455e-26,89,3.6437447e-18,94,3.2041803e-14,68,2.9335583e-12,4,1.7423265e-23,49,4.4670226e-11,60,8.026285e-18,29,1.2964938e-15,84,1.0595876e-18,7,6.766056e-13,25,3.3418173e-17,23,3.8656341e-25,86,1.926687e-24,53,2.0172641e-19,95,1.3926171e-17,6,1.599208e-16,75,4.7064734e-22,33,1.6719797e-18,17,5.694868e-20,27,8.7468946e-21,17,4.4853808e-23,71,1.8806797e-15,3,3.766226e-12,5,3.1436857e-20,27,1.1220997e-15,52,4.650449e-15,46,1.043973e-13,23,3.744673e-26,88,4.7700015e-16,95,2.5899437e-17,31,9.49005e-19,51,2.122583e-13,84,1.9242823e-19,3,9.886247e-14,84,4.248327e-18,45,8.044781e-16,25,1.6796243e-18,84,9.305111e-18,31,2.3813018e-15,74,4.2562974e-16,2,7.51046e-19
15,3.6636812e-32,4,4.690657e-25,18,8.5407656e-17,87,2.0281003e-19,28,4.1938615e-27,4,7.4573777e-20,28,2.0775406e-14,14,4.8896663e-22,32,8.5553385e-24,79,8.0916964e-26,36,1.4264283e-25,40,7.2735266e-23,1,2.0051609e-23,32,4.2212023e-23,29,1.7967779e-22,56,1.2483255e-20,74,3.1308004e-18,8,2.5921316e-23,12,1.3301113e-28,62,7.999134e-31,85,6.2483756e-09,57,5.315372e-26,40,8.2853117e-17,91,2.250662e-09,78,5.5744405e-18,30,6.9947034e-17,7,1.8080388e-18,57,1.8145595e-25,38,4.7323297e-20,37,2.3608791e-18,93,6.9446116e-12,67,1.3439589e-16,43,9.131017e-21,42,1.6671305e-18,81,1.5680551e-10,80,3.1682074e-18,93,4.7007936e-22,3,3.718289e-21,66,2.9624686e-14,38,6.92028e-20,1,4.8311907e-22,82,4.7469604e-20,45,2.7438853e-25,92,1.6907105e-20,54,5.0338e-15,85,1.3030646e-11,59,3.4996727e-21,75,6.0751315e-16,14,5.0836085e-16,54,5.558778e-18,13,2.4724493e-11,42,6.290737e-20,40,3.6680717e-16,23,6.959664e-22,70,4.6359572e-27,30,1.2575931e-18,43,1.4169246e-14,93,2.2384052e-12,95,1.3602837e-23,42,2.6210681e-11,14,2.6918449e-18,92,6.400994e-16,13,1.0453829e-18,3,5.0202675e-13,68,1.6993028e-18,52,1.9200697e-25,71,1.785262e-24,71,1.7808679e-19,30,1.168566e-17,52,6.473794e-17,90,4.191457e-22,55,2.3854982e-19,75,4.9098262e-20,66,7.093456e-21,49,3.033768e-23,87,8.2166463e-16,78,1.6196051e-12,27,2.0347162e-20,64,9.64764e-16,71,9.676626e-16,87,8.7297445e-14,5,1.4492897e-26,93,1.5681747e-16,92,1.5805759e-17,52,2.9890032e-19,46,1.8890457e-13,33,8.756098e-20,27,8.496168e-14,38,2.6565176e-18,19,1.1282504e-16,83,1.2735085e-18,24,4.793974e-18,52,1.7623711e-15,88,1.7769575e-16,34,3.9984797e-19
87,1.15740224e-32,74,4.2511266e-25,39,4.3881657e-17,47,1.4496834e-19,29,4.073694e-27,37,1.5847417e-20,89,1.6072648e-14,26,3.5541506e-22,28,8.304433e-24,74,2.421869e-26,86,7.76328e-28,59,2.4559965e-23,35,1.8720766e-23,19,1.1613522e-23,72,1.6284944e-22,90,6.18624e-21,65,2.9873737e-18,53,1.6047704e-23,74,7.031046e-29,72,7.92176e-31,67,5.0499267e-09,42,3.7055222e-26,6,6.722793e-17,45,6.177097e-10,21,3.0019588e-18,44,2.0694453e-17,84,3.221615e-19,49,2.1991282e-26,4,1.922742e-20,53,2.0830155e-18,43,6.0235332e-12,8,8.650184e-17,13,2.9430553e-21,19,8.386665e-19,45,8.720702e-11,54,2.1930884e-18,5,3.330451e-22,62,2.5938936e-21,89,2.2695674e-14,14,1.33334325e-20,40,4.401434e-22,59,1.8758404e-20,22,1.286568e-25,27,1.6478385e-20,93,3.341996e-15,91,1.0424428e-11,10,3.497017e-21,50,4.9088614e-16,17,3.738707e-16,9,2.4738261e-18,2,1.9416956e-11,85,2.2264846e-20,9,2.112786e-16,89,2.535997e-22,78,4.314911e-27,95,8.0104765e-19,15,1.1947413e-14,83,1.9154019e-12,5,1.21328606e-23,83,2.0519312e-11,53,5.2808787e-19,25,3.2199362e-16,47,9.097355e-19,47,4.8349475e-13,71,3.9438426e-19,18,1.8091068e-25,60,1.2271179e-24,15,7.510354e-20,52,2.2241216e-18,53,6.327762e-17,69,2.6971594e-22,58,3.6032537e-20,82,2.0039197e-20,47,3.2643138e-21,52,2.3556005e-23,54,2.7878628e-16,85,1.6109816e-12,87,9.038302e-21,37,4.702297e-16,82,7.9647863e-16,85,7.428506e-14,43,1.6616117e-27,65,1.3941145e-16,40,1.0185675e-17,86,2.8882355e-19,60,1.4530244e-13,36,6.785755e-20,4,1.2406561e-14,61,9.774572e-19,12,5.9249035e-17,40,4.257298e-19,27,3.191003e-18,91,7.794919e-16,21,8.112261e-17,14,5.4542945e-20
